,commercial_area_name,commercial_area_code,time,floating_population,total_sales,total_customers
7792,목2동시장,3130210,17-21,323385.0,17071324614,577821.0
7793,신정2동 골목시장(오목교중앙시장),3130211,17-21,284465.0,313822076,13866.0
7794,공항시장,3130212,17-21,254792.0,1095295370,34704.0
7795,방신전통시장,3130213,17-21,140379.0,6497508962,302736.0
7796,송화벽화시장(송화골목시장),3130214,17-21,49160.0,20098098753,1242195.0
7797,대원종합시장,3130215,17-21,42906.0,32178494,1699.0
7798,화곡중앙시장,3130216,17-21,172230.0,4881711377,351888.0
7799,화곡본동시장,3130217,17-21,169676.0,11761016419,540875.0
7800,신월중앙시장,3130218,17-21,55156.0,1498277812,25028.0
7801,까치산시장,3130219,17-21,713035.0,22542681831,1486574.0
7802,등마루시장,3130220,17-21,23275.0,432035873,9461.0
7803,"남부골목시장(남부화곡시장, 남부시장)",3130221,17-21,434608.0,21724912335,1298558.0
7804,오류시장,3130222,17-21,268143.0,3597959055,199993.0
7805,고척근린시장,3130223,17-21,207186.0,11270781743,579095.0
7806,개봉프라자(고척근린시장),3130224,17-21,5748.0,171556144,2306.0
7807,개봉중앙시장,3130225,17-21,344114.0,14155785585,798264.0
7808,고척프라자,3130226,17-21,22448.0,670899347,29372.0
7809,고척골목시장상점가(그라운드 고척),3130227,17-21,60596.0,6103745033,356657.0
7810,구로시장,3130228,17-21,691877.0,1296150106,45313.0
7811,남구로시장,3130229,17-21,522296.0,21772913753,1250374.0
7812,가리봉시장,3130230,17-21,87103.0,2456871642,96750.0
7813,독산동 우시장,3130231,17-21,119259.0,41019815414,636960.0
7814,독산동 맛나는거리상점가(독산동 맛나는거리),3130232,17-21,121111.0,6422497444,300163.0
7815,남문시장,3130233,17-21,108029.0,7693443665,369967.0
7816,대명여울빛거리시장(대명시장),3130235,17-21,184531.0,20382884300,731972.0
7817,비단길현대시장(현대시장),3130236,17-21,360547.0,24781403304,1415016.0
7818,은행나무시장,3130238,17-21,305547.0,7073347307,359102.0
7819,영등포유통상가,3130240,17-21,20710.0,6610506647,389058.0
7820,선유도역 골목형상점가,3130241,17-21,196544.0,13109191420,291949.0
7821,대림중앙 골목형상점가,3130242,17-21,217631.0,5127540814,214226.0
7822,도림시장,3130243,17-21,32180.0,20896000,554.0
7823,대림중앙시장,3130244,17-21,261004.0,7482676785,384256.0
7824,영일시장,3130245,17-21,242391.0,10346620191,357015.0
7825,영등포청과시장(조광시장),3130246,17-21,871841.0,73128808820,1426774.0
7826,우리시장,3130247,17-21,155044.0,4415143667,334214.0
7827,영등포역지하도상점가,3130248,17-21,94177.0,62388999074,5096998.0
7828,동남상가,3130249,17-21,34556.0,946591525,16138.0
7829,삼구시장(로타리상가),3130250,17-21,40057.0,685020944,16313.0
7830,영신상가(제일상가),3130253,17-21,39278.0,588545289,10836.0
7831,남서울상가,3130254,17-21,33694.0,1600974,77.0
7832,영등포전통시장,3130255,17-21,446875.0,7293281630,261368.0
7833,신동시장,3130256,17-21,79898.0,421051766,4236.0
7834,영등포시장기계공구상가,3130257,17-21,113469.0,1160062296,22233.0
7835,영진시장A동,3130258,17-21,27955.0,4952358754,282720.0
7836,대신시장,3130259,17-21,23415.0,73825049,2342.0
7837,신대방1동골목상권,3130260,17-21,93033.0,4895213411,284400.0
7838,성대전통시장(성대시장),3130261,17-21,240386.0,22949989432,1192286.0
7839,상도도깨비 골목형상점가,3130262,17-21,104376.0,551580506,15080.0
7840,신노량진시장(기능상실),3130263,17-21,10576.0,1226381731,47007.0
7841,상도약수골목형상점가,3130264,17-21,138427.0,964383096,21605.0
7842,노량진중앙시장,3130265,17-21,145531.0,4195120350,333751.0
7843,만양로상점가,3130266,17-21,71683.0,3645519396,134212.0
7844,본동인정시장(기능상실),3130267,17-21,91448.0,112051477,3333.0
7845,상도전통시장,3130268,17-21,167127.0,8292976100,336454.0
7846,강남시장(동작구 강남시장),3130269,17-21,31123.0,606856473,7407.0
7847,흑석시장,3130270,17-21,69537.0,944910736,40560.0
7848,남성역골목시장,3130271,17-21,447302.0,17627805541,964419.0
7849,사당시장,3130272,17-21,27572.0,28593452,1572.0
7850,남성사계시장(남성시장),3130273,17-21,881870.0,37544249068,1909022.0
7851,사당1동먹자골목상점가(사당1동먹자골목),3130274,17-21,761737.0,27064711310,539677.0
7852,강남골목시장,3130275,17-21,267298.0,5755782000,375978.0
7853,신림중앙시장(조원동 펭귄시장),3130276,17-21,63374.0,155970526,8418.0
7854,조원동 펭귄시장(신림중앙시장),3130277,17-21,133426.0,1048870347,34540.0
7855,미성동 도깨비시장 골목형상점가,3130278,17-21,188858.0,2066095570,109917.0
7856,관악신사시장,3130279,17-21,351986.0,9013883409,640490.0
7857,신림종합시장,3130280,17-21,19021.0,5000000,9.0
7858,우림시장,3130281,17-21,33066.0,490948356,26073.0
7859,난곡 골목형상점가,3130282,17-21,56520.0,213558648,5915.0
7860,신원시장,3130283,17-21,622258.0,10133050059,515349.0
7861,관악종합시장(신원시장),3130284,17-21,51244.0,120361647,8187.0
7862,서원동상점가,3130285,17-21,964008.0,37200219793,2017390.0
7863,신신림시장(삼성동시장),3130286,17-21,91318.0,193500860,12593.0
7864,삼성동 시장(삼성동시장),3130287,17-21,955303.0,2947692063,176716.0
7865,신림현대종합상가,3130288,17-21,12945.0,298980191,3816.0
7866,봉일시장,3130289,17-21,50395.0,366523492,16165.0
7867,영림시장,3130290,17-21,341672.0,32032515772,1584950.0
7868,봉천제일종합시장,3130291,17-21,17607.0,102809852,5575.0
7869,봉천현대시장,3130292,17-21,96555.0,2776988326,91162.0
7870,봉천중앙시장,3130293,17-21,101582.0,2182564657,105543.0
7871,관악중부시장,3130294,17-21,278070.0,8274187813,444448.0
7872,인헌시장(원당종합시장),3130295,17-21,215491.0,20687386548,1422779.0
7873,남부종합시장,3130296,17-21,16905.0,14715985,1728.0
7874,양재시장,3130301,17-21,43806.0,2897172611,49340.0
7875,강남시장(강남구 강남시장),3130302,17-21,44457.0,2836482753,56433.0
7876,영동전통시장,3130303,17-21,321013.0,33968653257,1645766.0
7877,신사상가,3130304,17-21,9989.0,409041675,4225.0
7878,논현종합시장,3130305,17-21,21443.0,3381978,155.0
7879,강남언주로,3130306,17-21,152277.0,7260807530,85652.0
7880,도곡시장,3130307,17-21,88895.0,4144471183,49744.0
7881,청담삼익시장,3130308,17-21,13099.0,1706266381,11181.0
7882,강남개포시장,3130310,17-21,228459.0,21956982741,980147.0
7883,새마을시장,3130311,17-21,817415.0,41181719546,1456071.0
7884,석촌시장,3130312,17-21,224379.0,25635157832,912143.0
7885,방이시장,3130313,17-21,638903.0,23500688439,1187598.0
7886,풍납시장,3130314,17-21,1006244.0,8994034863,454372.0
7887,문정동 로데오거리 상점가(문정동 로데오거리),3130315,17-21,445695.0,20263083558,266689.0
7888,마천시장,3130316,17-21,54053.0,5503927245,243400.0
7889,마천중앙시장,3130317,17-21,451984.0,11466912425,587567.0
7890,로데오거리상점가,3130318,17-21,426949.0,40982095978,1518446.0
7891,성내전통시장,3130319,17-21,450090.0,6293243324,251329.0
7892,암사종합시장,3130320,17-21,161564.0,18745958866,1066844.0
7893,장신구 특화거리 상점가,3130321,17-21,148752.0,554167216,8001.0
7894,고분다리전통시장,3130322,17-21,99802.0,2457067922,108007.0
7895,둔촌역전통시장,3130323,17-21,192417.0,16842558592,684297.0
7896,길동복조리시장,3130324,17-21,315144.0,10138629198,532422.0
7897,명일전통시장,3130325,17-21,271505.0,4676731411,192555.0
7898,고덕 골목형상점가,3130326,17-21,78939.0,15900235343,791252.0
7899,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",3130327,17-21,36544.0,3806254197,37228.0
7900,이태원 관광특구,3001491,21-24,1108133.0,53426270307,1938892.0
7901,명동 남대문 북창동 다동 무교동 관광특구,3001492,21-24,1419882.0,111112797172,2507424.0
7902,동대문패션타운 관광특구,3001493,21-24,1651306.0,40721386570,1496942.0
7903,종로·청계 관광특구,3001494,21-24,2681961.0,78135733399,2029146.0
7904,잠실 관광특구,3001495,21-24,1941939.0,134324022841,4472285.0
7905,강남 마이스 관광특구,3001496,21-24,22418.0,24628940775,589343.0
7906,이북5도청사,3110001,21-24,85800.0,150328886,2058.0
7907,독립문역 1번,3110002,21-24,253571.0,307531751,15126.0
7908,세검정초등학교,3110003,21-24,203127.0,584832521,6300.0
7909,대신고등학교,3110004,21-24,370495.0,192376541,2308.0
7910,세검정,3110005,21-24,59736.0,255706875,2243.0
7911,부암동주민센터,3110006,21-24,4034.0,23877141,1748.0
7912,사직공원(한국사회과학도서관),3110007,21-24,538739.0,39400602,125.0
7913,배화여자대학교(박노수미술관),3110008,21-24,623485.0,1214669324,15804.0
7914,자하문터널,3110009,21-24,86811.0,327693851,7116.0
7915,평창동서측,3110010,21-24,91940.0,666503488,26255.0
7916,성곡미술관,3110012,21-24,220875.0,1902191895,18774.0
7917,체부동홍종문가옥,3110013,21-24,59683.0,4043223,287.0
7918,경복고등학교,3110014,21-24,15908.0,11373548,239.0
7919,청와대사랑채,3110015,21-24,21854.0,419877178,758.0
7920,평창동동측,3110016,21-24,10917.0,98153717,4496.0
7921,정독도서관,3110017,21-24,152356.0,12477267,359.0
7922,중앙고등학교,3110018,21-24,178841.0,106986847,507.0
7923,창덕궁,3110019,21-24,183141.0,236936464,2636.0
7924,서울국제고등학교,3110020,21-24,947513.0,955309697,113757.0
7925,성균관대학교,3110021,21-24,759053.0,1666244961,80124.0
7926,경신고등학교,3110022,21-24,263386.0,124762960,705.0
7927,서울대병원,3110023,21-24,280761.0,113350885,23976.0
7928,혜회동주민센터,3110024,21-24,121851.0,214117995,2906.0
7929,충신시장옆,3110025,21-24,164951.0,260216031,4400.0
7930,종로5가역 4번,3110026,21-24,105020.0,0,0.0
7931,혜화역 1번,3110027,21-24,160107.0,94483893,3650.0
7932,이화달팽이길,3110028,21-24,1032419.0,2262133100,266391.0
7933,동대문역 1번,3110029,21-24,1426178.0,1790965013,110039.0
7934,동대문역 3번,3110030,21-24,70420.0,320953190,5141.0
7935,창신역 1번,3110031,21-24,30756.0,0,0.0
7936,수족관거리,3110032,21-24,43159.0,112844956,1629.0
7937,창신역 4번,3110033,21-24,376933.0,64405823,1918.0
7938,창신1동주민센터,3110034,21-24,120799.0,77567948,233.0
7939,동묘앞역 2번,3110035,21-24,703625.0,711714895,23047.0
7940,동묘앞역 3번,3110036,21-24,150845.0,34228904,458.0
7941,신설동역 12번,3110037,21-24,448346.0,618817492,42769.0
7942,경향신문사,3110038,21-24,5187.0,410932332,19423.0
7943,회현역 1번,3110039,21-24,33934.0,433498050,5655.0
7944,중구회현체육센터(정화예술대남산캠퍼스),3110040,21-24,54256.0,185424253,4545.0
7945,남산케이블카,3110041,21-24,100242.0,2020488686,42568.0
7946,남산골공원옆,3110042,21-24,96334.0,149273281,1629.0
7947,충무초등학교,3110043,21-24,342404.0,712828387,79052.0
7948,관성묘,3110044,21-24,62356.0,205871072,1799.0
7949,동대문역사문화공원역 5번,3110045,21-24,157816.0,3097645409,90080.0
7950,다산성곽길,3110047,21-24,248575.0,0,0.0
7951,장충동주민센터,3110048,21-24,438386.0,431240097,19912.0
7952,장충단 고개,3110049,21-24,236248.0,2508105915,86382.0
7953,약수역 7번,3110050,21-24,216853.0,335233960,11115.0
7954,한양공고앞 교차로,3110051,21-24,482967.0,183033227,2091.0
7955,장충초등학교,3110052,21-24,284736.0,1659066296,25581.0
7956,청구역 1번,3110053,21-24,449574.0,1405557592,99499.0
7957,청구역 3번,3110054,21-24,503510.0,1813826001,53723.0
7958,황학동벼룩시장,3110055,21-24,232946.0,92649460,2358.0
7959,신당역 3번,3110056,21-24,750448.0,2486229687,88321.0
7960,황학코아루아파트,3110057,21-24,376618.0,1342613059,35894.0
7961,성심여자고등학교,3110058,21-24,750497.0,806615249,47033.0
7962,새남터성지,3110059,21-24,337856.0,454520576,40512.0
7963,효창공원앞역 6번,3110060,21-24,315440.0,1350774902,66312.0
7964,효창동주민센터,3110061,21-24,677094.0,524700319,61003.0
7965,한강로동땡땡거리(은행나무길),3110062,21-24,317840.0,6357182784,72703.0
7966,효창공원앞역 5번,3110063,21-24,403715.0,3598578784,58762.0
7967,효창공원앞역 2번,3110064,21-24,683530.0,828501158,61491.0
7968,남정초등학교,3110065,21-24,21651.0,1837455,3475.0
7969,서울역 15번,3110066,21-24,846108.0,2339815802,144859.0
7970,배문고등학교,3110067,21-24,1008479.0,818457422,44880.0
7971,남영역 1번,3110068,21-24,783849.0,4037804878,212225.0
7972,숙대입구,3110069,21-24,1083877.0,5839253645,362625.0
7973,용산세무서,3110070,21-24,23895.0,71369704,573.0
7974,한강미주맨션아파트,3110071,21-24,32967.0,1306174733,2780.0
7975,열정도,3110072,21-24,115527.0,3586720892,53241.0
7976,삼각지역 3번,3110073,21-24,111058.0,143750707,1973.0
7977,서울역 12번,3110074,21-24,264567.0,3980642639,66111.0
7978,숙대입구역 1번,3110075,21-24,391549.0,687341884,48995.0
7979,삼각지역 14번,3110076,21-24,39296.0,209694750,2639.0
7980,삼광초등학교,3110077,21-24,307029.0,542691941,11571.0
7981,이촌동점보아파트,3110078,21-24,50650.0,658726887,15754.0
7982,후암동주민센터,3110079,21-24,1086233.0,3383794605,151329.0
7983,해방촌예술마을,3110080,21-24,945424.0,505788742,40567.0
7984,해방촌 남동측,3110081,21-24,829834.0,5621819331,217706.0
7985,용산구청,3110082,21-24,181491.0,3248979943,36130.0
7986,서빙고역 1번,3110083,21-24,45144.0,2321543,255.0
7987,경리단길북측,3110084,21-24,533626.0,6944754061,167430.0
7988,경리단길남측,3110085,21-24,628859.0,4914032341,183504.0
7989,이태원엔틱가구거리,3110087,21-24,102889.0,7223735,317.0
7990,오산고등학교,3110088,21-24,184146.0,903080382,63959.0
7991,서빙고동주민센터,3110089,21-24,231854.0,11997103,509.0
7992,한국폴리텍대학서울정수캠퍼스,3110090,21-24,324506.0,1601685937,39530.0
7993,리움미술관,3110091,21-24,79560.0,400500004,4334.0
7994,NH농협은행 보광동지점,3110092,21-24,256234.0,331850674,20095.0
7995,우사단길,3110093,21-24,822781.0,3189486420,44057.0
7996,오산중학교,3110094,21-24,22156.0,1095542560,13857.0
7997,한강진역 3번,3110095,21-24,177354.0,3297976566,39185.0
7998,한남힐사이드아파트,3110096,21-24,99991.0,113319609,704.0
7999,서울독일학교,3110098,21-24,38073.0,2446637412,10868.0
8000,유엔빌리지길,3110099,21-24,109674.0,212419993,856.0
8001,옥정중학교,3110101,21-24,64914.0,133237,12.0
8002,옥수역 6번,3110102,21-24,166933.0,1830785055,64886.0
8003,옥수터널,3110103,21-24,181113.0,4959444,197.0
8004,신금호역 4번,3110104,21-24,591803.0,218060802,3480.0
8005,금동어린이공원,3110105,21-24,438329.0,314118025,10832.0
8006,금북초등학교,3110106,21-24,85724.0,210417085,974.0
8007,금호사거리,3110107,21-24,31946.0,1894655480,23262.0
8008,성동구립금호도서관,3110108,21-24,53155.0,234852636,4216.0
8009,금호삼성래미안아파트,3110109,21-24,188656.0,260380144,5369.0
8010,상왕십리역 6번,3110110,21-24,514152.0,184760522,14778.0
8011,행당역 2번,3110112,21-24,427761.0,1998688370,25784.0
8012,응봉산,3110113,21-24,84168.0,43751266,362.0
8013,왕십리파출소,3110114,21-24,194645.0,509338281,8622.0
8014,상왕십리역 3번,3110115,21-24,377415.0,1788937931,47559.0
8015,청계천박물관,3110116,21-24,247844.0,23279301,1619.0
8016,성동구보건소,3110117,21-24,221297.0,1126038440,15647.0
8017,왕십리역 9번,3110118,21-24,710372.0,1048736670,40651.0
8018,서울숲카페거리,3110120,21-24,163744.0,1161028,141.0
8019,한양대역 4번,3110121,21-24,104280.0,240786538,22726.0
8020,마장역 2번,3110122,21-24,128506.0,2956144699,103233.0
8021,마장역 3번,3110123,21-24,412955.0,1595486673,49063.0
8022,뚝섬역교차로,3110124,21-24,90631.0,1014596383,73069.0
8023,사근동살곶이상점가,3110125,21-24,499451.0,844006305,118687.0
8024,서울숲역 1번,3110126,21-24,98025.0,84248119,3451.0
8025,성수1가1동주민센터,3110127,21-24,63835.0,133892646,1607.0
8026,성원중학교,3110128,21-24,612778.0,4112519070,219975.0
8027,성원어린이공원,3110129,21-24,74307.0,706669002,16949.0
8028,답십리역 6번,3110130,21-24,292331.0,42930751,266.0
8029,성수동카페거리,3110131,21-24,296496.0,7474249400,162899.0
8030,성수2가3동주민센터,3110132,21-24,250758.0,128374468,9595.0
8031,서울교통공사,3110133,21-24,198057.0,253089160,4503.0
8032,성수119안전센터,3110134,21-24,833153.0,3533434420,211191.0
8033,성동세무서,3110135,21-24,91151.0,393571050,5626.0
8034,경수초등학교,3110136,21-24,428634.0,2540636023,45186.0
8035,성수초등학교,3110137,21-24,596970.0,2406817192,206000.0
8036,송정체육공원,3110138,21-24,527759.0,863328126,75295.0
8037,자양4동주민센터,3110139,21-24,1122875.0,1967869192,103221.0
8038,건대입구역 6번,3110140,21-24,1288126.0,7866980932,299732.0
8039,건대입구역 1번,3110141,21-24,1045149.0,4369495325,139609.0
8040,화양사거리,3110142,21-24,1009519.0,4590944746,296443.0
8041,뚝섬유원지역 1번,3110143,21-24,96177.0,296119591,2078.0
8042,어린이대공원역 4번,3110144,21-24,203978.0,1325719554,63617.0
8043,장안초등학교,3110145,21-24,117741.0,237703335,36550.0
8044,신자초등학교,3110146,21-24,790569.0,2024579809,35630.0
8045,능동우편취급국,3110147,21-24,516918.0,2175673582,129383.0
8046,어린이대공원역 3번,3110148,21-24,373875.0,618913435,22355.0
8047,세종대학교,3110149,21-24,94632.0,0,0.0
8048,중곡1동 마을마당,3110150,21-24,995305.0,1682603009,118041.0
8049,자양한강도서관,3110151,21-24,750040.0,4195049739,217999.0
8050,중곡어린이공원,3110152,21-24,126403.0,475952925,13271.0
8051,중곡1동주민센터,3110153,21-24,163493.0,134728180,1154.0
8052,광진정말공원,3110154,21-24,941434.0,2539137955,124068.0
8053,광진구청,3110155,21-24,479977.0,758777940,72622.0
8054,군자역 5번,3110156,21-24,514803.0,1014967692,73828.0
8055,자양동우체국,3110157,21-24,785366.0,1049867946,44913.0
8056,중곡3동주민센터,3110158,21-24,1731881.0,1953452822,142651.0
8057,구의역 4번,3110159,21-24,1886986.0,2849306127,102729.0
8058,광진경찰서,3110160,21-24,247505.0,60797809,1622.0
8059,중곡역 3번,3110161,21-24,331588.0,1514902072,110486.0
8060,군자역 4번,3110162,21-24,215706.0,499964160,50794.0
8061,성자초등학교,3110163,21-24,286964.0,1781007750,92929.0
8062,아차산역 5번,3110164,21-24,232873.0,814790052,75.0
8063,국립정신건강센터,3110165,21-24,423932.0,2713339725,90360.0
8064,구의1동주민센터,3110166,21-24,948419.0,5888656521,273994.0
8065,용마초등학교,3110167,21-24,887589.0,2385251671,133516.0
8066,대원고등학교,3110168,21-24,206548.0,473573779,32149.0
8067,성동초등학교,3110169,21-24,298973.0,245789026,27798.0
8068,동대부여고,3110170,21-24,1214617.0,1200489240,42757.0
8069,중곡4동주민센터,3110171,21-24,202145.0,2493683,68.0
8070,광진초등학교,3110172,21-24,543339.0,831231976,84105.0
8071,구남초등학교,3110173,21-24,160088.0,453431125,20526.0
8072,아차산역 1번,3110174,21-24,411746.0,1428924642,66501.0
8073,푸른동산공원,3110175,21-24,511928.0,464828462,50642.0
8074,해오름공원,3110176,21-24,719409.0,659981936,45268.0
8075,동의초등학교,3110177,21-24,62324.0,163546446,3032.0
8076,장로회신학대학교,3110178,21-24,167745.0,14808587,271.0
8077,광나루역 1번,3110179,21-24,188505.0,579257305,12152.0
8078,광진정보도서관,3110180,21-24,109539.0,1832770234,45421.0
8079,신설동역 9번,3110181,21-24,515405.0,180704685,18916.0
8080,용두희망어린이공원,3110182,21-24,435559.0,240502010,15201.0
8081,한국의류시험연구원,3110183,21-24,300620.0,310072222,6875.0
8082,용두사거리,3110184,21-24,168491.0,126676525,3182.0
8083,용두초등학교,3110185,21-24,352772.0,154410846,3581.0
8084,종암초등학교,3110186,21-24,78610.0,631889049,36149.0
8085,제기동역 6번,3110187,21-24,1352005.0,2212773915,106348.0
8086,용두동신동아아파트,3110188,21-24,425769.0,1971063768,151455.0
8087,제기동역 1번,3110189,21-24,464053.0,313287486,40712.0
8088,고대앞사거리,3110190,21-24,494361.0,1026998350,93480.0
8089,고려대역 6번,3110191,21-24,785591.0,823954851,54549.0
8090,동의보감타워,3110192,21-24,92887.0,827156228,21736.0
8091,고려대역 4번,3110193,21-24,339812.0,340726615,28242.0
8092,홍파초등학교,3110194,21-24,152957.0,175268739,17165.0
8093,동대문구청,3110195,21-24,852549.0,3048356541,95781.0
8094,세종대왕기념관교차로,3110197,21-24,153215.0,68015980,1334.0
8095,동대문중앙새마을금고본점,3110198,21-24,113099.0,74417069,1154.0
8096,홍릉시장,3110199,21-24,158421.0,603979156,19142.0
8097,동대문경찰서,3110200,21-24,184094.0,176447484,3627.0
8098,전농119안전센터,3110201,21-24,79641.0,266517585,3436.0
8099,전농1동주민센터(전농시장),3110202,21-24,203744.0,58161023,1166.0
8100,떡전교사거리,3110203,21-24,461594.0,694836863,52804.0
8101,간데메공원,3110204,21-24,707006.0,986257503,60002.0
8102,경희대삼거리,3110205,21-24,1001242.0,5304170658,148854.0
8103,텃골근린공원,3110206,21-24,675431.0,704790158,75901.0
8104,시립대앞사거리,3110207,21-24,400960.0,964997321,47975.0
8105,시조사삼거리,3110208,21-24,180897.0,9734514,71.0
8106,답십리 장령당공원,3110209,21-24,181305.0,0,0.0
8107,서울시립대,3110210,21-24,1306900.0,1748995101,177233.0
8108,전곡마을마당공원,3110211,21-24,1162483.0,1611462384,86177.0
8109,답십리초등학교,3110212,21-24,511980.0,1194934169,65614.0
8110,청량초등학교,3110213,21-24,199151.0,408373,39.0
8111,경희대후문,3110214,21-24,762128.0,921062794,169630.0
8112,회기역 1번,3110215,21-24,407012.0,313361010,43681.0
8113,전농중학교,3110216,21-24,152884.0,371849552,12450.0
8114,자동차부품상가,3110217,21-24,156413.0,0,0.0
8115,답십리사거리,3110218,21-24,636112.0,2623501305,54269.0
8116,삼육보건대학교,3110219,21-24,778414.0,2294955011,173630.0
8117,외대앞역 1번,3110220,21-24,720932.0,5360447904,424694.0
8118,의릉,3110221,21-24,192725.0,575158774,10448.0
8119,회기역 2번,3110222,21-24,24312.0,3937043,70.0
8120,군자초등학교,3110223,21-24,207698.0,16241786,167.0
8121,외대앞역 2번,3110224,21-24,293853.0,750682283,37085.0
8122,촬영소사거리,3110225,21-24,123487.0,691150837,12266.0
8123,장안1동주민센터,3110226,21-24,1569381.0,8872581627,526040.0
8124,답십리공원,3110227,21-24,240948.0,1215376908,7450.0
8125,장안근린공원,3110228,21-24,850477.0,4148625188,197020.0
8126,장평중학교,3110229,21-24,869988.0,1989784651,73421.0
8127,장안현대홈타운1차아파트,3110230,21-24,636226.0,4244455483,295481.0
8128,동대부고,3110232,21-24,388279.0,1104701325,37657.0
8129,중랑역 1번,3110233,21-24,674442.0,2141978312,160259.0
8130,중랑역 4번,3110234,21-24,160197.0,803926173,21717.0
8131,신묵초등학교,3110236,21-24,940059.0,1019889022,29911.0
8132,메가박스 상봉,3110237,21-24,457848.0,4772878184,137725.0
8133,배꽃어린이공원,3110238,21-24,36814.0,0,0.0
8134,중랑역 2번,3110239,21-24,110004.0,753662722,21191.0
8135,태릉시장 특화거리,3110240,21-24,353669.0,2458481786,36617.0
8136,먹골역 5번,3110241,21-24,555054.0,4683302917,445504.0
8137,면목5동주민센터,3110242,21-24,282512.0,699588880,45903.0
8138,중랑노인종합복지관,3110243,21-24,299983.0,2057360057,75610.0
8139,중화역 4번,3110244,21-24,515982.0,2290230351,85631.0
8140,KB국민은행 중화동지점,3110245,21-24,313685.0,669368191,57610.0
8141,월드순복음교회,3110246,21-24,713684.0,1209241997,36521.0
8142,먹골역 1번,3110247,21-24,1165768.0,1327030379,93130.0
8143,먹골파출소,3110248,21-24,269064.0,469258688,32689.0
8144,중화역 1번,3110249,21-24,855921.0,1285583328,84609.0
8145,화랑대역 7번,3110250,21-24,186072.0,569459176,34588.0
8146,장안중학교,3110251,21-24,378157.0,641232064,31423.0
8147,장안제일시장,3110252,21-24,579499.0,2748682358,132039.0
8148,중곡초등학교,3110253,21-24,410681.0,1667628547,106047.0
8149,오거리공원,3110254,21-24,1619997.0,1815633036,127552.0
8150,상봉역 4번,3110255,21-24,1186046.0,3307953419,254579.0
8151,면목2동체육관,3110256,21-24,751814.0,2619673660,179104.0
8152,상봉역 7번,3110257,21-24,796245.0,374000522,36438.0
8153,면동초등학교,3110258,21-24,387130.0,994550282,36850.0
8154,사가정역 1번,3110259,21-24,683535.0,5577161428,146150.0
8155,면목역 3번,3110260,21-24,789446.0,1309626793,65293.0
8156,사가정역 4번,3110261,21-24,804838.0,993913059,93658.0
8157,상봉역 3번,3110262,21-24,1008744.0,14242512197,444414.0
8158,면목역 1번,3110263,21-24,732987.0,1570203838,168662.0
8159,면목역 2번,3110264,21-24,1605571.0,6421750840,564201.0
8160,망우역 1번,3110265,21-24,214423.0,1161921819,27317.0
8161,면목동우체국,3110266,21-24,815094.0,1164947030,86743.0
8162,망우역 2번,3110267,21-24,646788.0,1073247418,74975.0
8163,망우3동주민센터,3110268,21-24,294584.0,653600712,32952.0
8164,용마문화복지센터,3110269,21-24,314302.0,775196918,24219.0
8165,혜원여고,3110270,21-24,107291.0,748449858,44170.0
8166,신내역 1번,3110271,21-24,28297.0,105827886,498.0
8167,신내1동주민센터,3110272,21-24,634514.0,7225576357,205040.0
8168,장스여성병원,3110273,21-24,409156.0,924770416,40204.0
8169,서일대학교,3110274,21-24,746452.0,1957607821,186910.0
8170,하나은행 망우동지점,3110275,21-24,263360.0,2032732726,34119.0
8171,신내IC북측,3110276,21-24,23988.0,0,0.0
8172,러스크서울병원,3110277,21-24,467400.0,1606298176,142717.0
8173,망우본동주민센터,3110278,21-24,339899.0,2919197241,166695.0
8174,북정마을,3110280,21-24,135218.0,1330983,90.0
8175,길상사,3110281,21-24,31647.0,0,0.0
8176,국민대학교앞,3110282,21-24,12471.0,655666523,33348.0
8177,성북초등학교앞,3110283,21-24,87167.0,261680898,5591.0
8178,정릉북한산국립공원입구,3110284,21-24,50226.0,201430130,4400.0
8179,홍대부중,3110285,21-24,72921.0,345066664,16235.0
8180,한성대입구역 5번,3110286,21-24,404997.0,791510486,47015.0
8181,정릉3동주민센터,3110287,21-24,104893.0,255647119,17783.0
8182,동구여중,3110288,21-24,103441.0,744432877,6758.0
8183,북한산보국문역 2번,3110289,21-24,735552.0,553193597,63258.0
8184,북한산보국문역 1번,3110290,21-24,107239.0,108166525,9031.0
8185,한성대입구역 3번,3110291,21-24,1041815.0,2669661043,153650.0
8186,정릉역 2번,3110292,21-24,159595.0,397254371,3489.0
8187,삼선중학교,3110293,21-24,743629.0,960776475,53984.0
8188,서경대학교,3110294,21-24,854849.0,1263791398,35553.0
8189,정릉우체국,3110295,21-24,509471.0,1062977368,59354.0
8190,성신여대입구역 4번,3110296,21-24,470945.0,301519880,13014.0
8191,경동고등학교,3110297,21-24,1257428.0,2075747665,141031.0
8192,솔숲어린이공원,3110298,21-24,145683.0,1419686,12.0
8193,정릉역 1번,3110299,21-24,955907.0,2419804150,123039.0
8194,삼선동주민센터,3110300,21-24,1466409.0,3519621067,99664.0
8195,성신여대입구역 7번,3110301,21-24,819977.0,1285472474,92292.0
8196,보문역 8번,3110302,21-24,132515.0,978423821,26847.0
8197,성신여대입구역 1번,3110303,21-24,630324.0,1700547774,78073.0
8198,보문역 4번,3110304,21-24,486838.0,1271189327,177436.0
8199,보문역 5번,3110305,21-24,1047453.0,1306460960,75474.0
8200,미아초등학교,3110306,21-24,91456.0,89235562,1607.0
